att_metadataReference,has_keyword_hit,decision_type_label,case_caseCompanies,case_caseInitiationDate,case_caseLastDecisionDate,case_caseInstrument,case_caseNumber,case_caseRegulation,case_caseSimplified,case_caseTitle,dec_decisionAdoptionDate,dec_decisionNumber,dec_decisionOfficialJournalPublicationsPublishedDates,dec_decisionTypes_code,dec_decisionTypes_label,dec_language,dec_metadataReference
M.3183-DEC41678-ATT3,false,Art. 6(1)(b),HOLTZBRINK NETWORXS / WELTBILD / T-ONLINE VENTURE / BERTELSMANN ONLINE,2003-05-21,2003-06-25,Merger,M.3183,Council Regulation 4064/89,Simplified procedure,HOLTZBRINK NETWORXS / WELTBILD / T-ONLINE VENTURE / BERTELSMANN ONLINE,2003-06-25,41678,2003-07-03,DecisionType310,Art. 6(1)(b),en,M.3183-DEC41678
M.697-DEC38764-ATT4,false,Art. 6(1)(b),LOCKHEED MARTIN / LORAL CORPORATION,1996-02-26,1996-03-27,Merger,M.697,Council Regulation 4064/89,Normal procedure,LOCKHEED MARTIN / LORAL CORPORATION,1996-03-27,38764,1996-10-24,DecisionType310,Art. 6(1)(b),en,M.697-DEC38764
M.213-DEC38190-ATT2,false,Art. 6(1)(b),HONG KONG + SHANGHAI BANK / MIDLAND BANK,1992-04-23,1992-05-21,Merger,M.213,Council Regulation 4064/89,Normal procedure,HONG KONG + SHANGHAI BANK / MIDLAND BANK,1992-05-21,38190,1992-06-24,DecisionType310,Art. 6(1)(b),en,M.213-DEC38190
M.694-DEC38761-ATT3,false,Art. 6(1)(b),SKF / INA / WPB,1996-01-17,1996-02-19,Merger,M.694,Council Regulation 4064/89,Normal procedure,SKF / INA / WPB,1996-02-19,38761,1996-03-16,DecisionType310,Art. 6(1)(b),en,M.694-DEC38761
M.210-DEC38187-ATT2,false,Art. 6(1)(b),MONDI / FRANTSCHACH,1992-04-07,1992-05-12,Merger,M.210,Council Regulation 4064/89,Normal procedure,MONDI / FRANTSCHACH,1992-05-12,38187,1992-05-16,DecisionType310,Art. 6(1)(b),en,M.210-DEC38187
M.216-DEC38197-ATT2,false,Art. 6(1)(b),CEA INDUSTRIE / FRANCE TELECOM / SGS-THOMSON,1993-01-21,1993-02-22,Merger,M.216,Council Regulation 4064/89,Normal procedure,CEA INDUSTRIE / FRANCE TELECOM / SGS-THOMSON,1993-02-22,38197,1993-03-11,DecisionType310,Art. 6(1)(b),en,M.216-DEC38197
M.698-DEC38766-ATT3,false,Art. 6(1)(b),NAW / SALTANO / CONTRAC,1996-01-25,1996-02-26,Merger,M.698,Council Regulation 4064/89,Normal procedure,NAW / SALTANO / CONTRAC,1996-02-26,38766,1996-04-04,DecisionType310,Art. 6(1)(b),en,M.698-DEC38766
M.214-DEC38193-ATT2,true,Art. 8(2) with conditions & obligations,DU PONT / ICI,1992-04-30,1992-09-30,Merger,M.214,Council Regulation 4064/89,Normal procedure,DU PONT / ICI,1992-09-30,38193,1993-01-13,DecisionType600,Art. 8(2) with conditions & obligations,en,M.214-DEC38193
M.699-DEC38767-ATT3,false,Art. 6(1)(b),TOMKINS / GATES,1996-02-05,1996-03-04,Merger,M.699,Council Regulation 4064/89,Normal procedure,TOMKINS / GATES,1996-03-04,38767,1996-04-27,DecisionType310,Art. 6(1)(b),en,M.699-DEC38767
M.218-DEC38199-ATT2,false,Art. 6(1)(b),EUCOM / DIGITAL,1992-04-14,1992-05-18,Merger,M.218,Council Regulation 4064/89,Normal procedure,EUCOM / DIGITAL,1992-05-18,38199,1992-06-03,DecisionType310,Art. 6(1)(b),en,M.218-DEC38199
M.3191-DEC41686-ATT4,false,Art. 6(1)(b),PHILIP MORRIS / PAPASTRATOS,2003-09-02,2003-10-02,Merger,M.3191,Council Regulation 4064/89,Normal procedure,PHILIP MORRIS / PAPASTRATOS,2003-10-02,41686,2003-10-28,DecisionType310,Art. 6(1)(b),en,M.3191-DEC41686
M.3190-DEC41685-ATT2,false,Art. 6(1)(b),BARCLAYS BANK / BANCO ZARAGOZANO,2003-05-12,2003-06-12,Merger,M.3190,Council Regulation 4064/89,Simplified procedure,BARCLAYS BANK / BANCO ZARAGOZANO,2003-06-12,41685,,DecisionType310,Art. 6(1)(b),en,M.3190-DEC41685
M.3197-DEC37923-ATT3,false,Art. 6(1)(b) with conditions & obligations,CANDOVER / CINVEN / BERTELSMANN-SPRINGER,2003-06-13,2003-07-29,Merger,M.3197,Council Regulation 4064/89,Normal procedure,CANDOVER / CINVEN / BERTELSMANN-SPRINGER,2003-07-29,37923,2003-09-03,DecisionType440,Art. 6(1)(b) with conditions & obligations,en,M.3197-DEC37923
M.3196-DEC41691-ATT4,false,Art. 6(1)(b),BELGIUM CA - AGRICAISSE - LANBOKAS / CREDIT AGRICOLE BELGIQUE |  BELGIUM CA - AGRICAISSE - LANBOKAS / CREDIT AGRICOLE BELGIQUE,2003-07-14,2003-08-20,Merger,M.3196,Council Regulation 4064/89,Normal procedure, BELGIUM CA - AGRICAISSE - LANBOKAS / CREDIT AGRICOLE BELGIQUE,2003-08-20,41691,2004-07-10,DecisionType310,Art. 6(1)(b),en,M.3196-DEC41691
M.3199-DEC41693-ATT3,false,Art. 6(1)(b),BANK ONE CORPORATION / QUINTILES,2003-07-17,2003-08-20,Merger,M.3199,Council Regulation 4064/89,Simplified procedure,BANK ONE CORPORATION / QUINTILES,2003-08-20,41693,2003-08-27,DecisionType310,Art. 6(1)(b),en,M.3199-DEC41693
M.3198-DEC41692-ATT3,false,Art. 6(1)(b),VW - AUDI / VW-AUDI VERTRIEBSZENTREN,2003-06-25,2003-07-29,Merger,M.3198,Council Regulation 4064/89,Normal procedure,VW - AUDI / VW-AUDI VERTRIEBSZENTREN,2003-07-29,41692,2003-09-02,DecisionType310,Art. 6(1)(b),en,M.3198-DEC41692
M.692-DEC38759-ATT3,false,Art. 6(1)(b),ELEKTROWATT / LANDIS & GYR,1996-01-10,1996-02-12,Merger,M.692,Council Regulation 4064/89,Normal procedure,ELEKTROWATT / LANDIS & GYR,1996-02-12,38759,1996-03-07,DecisionType310,Art. 6(1)(b),en,M.692-DEC38759
M.3192-DEC41687-ATT3,false,Art. 6(1)(b),THYSSENKRUPP / HSP HOESCH / JV,2003-05-28,2003-07-03,Merger,M.3192,Council Regulation 4064/89,Normal procedure,THYSSENKRUPP / HSP HOESCH / JV,2003-07-03,41687,2003-08-06,DecisionType310,Art. 6(1)(b),en,M.3192-DEC41687
M.3195-DEC41690-ATT4,false,Art. 6(1)(b),HEINEKEN / BBAG,2003-06-17,2003-07-18,Merger,M.3195,Council Regulation 4064/89,Normal procedure,HEINEKEN / BBAG,2003-07-18,41690,2003-09-23,DecisionType310,Art. 6(1)(b),en,M.3195-DEC41690
M.265-DEC38251-ATT2,false,Art. 6(1)(a),VTG / BPTL,1992-09-09,1992-10-12,Merger,M.265,Council Regulation 4064/89,Normal procedure,VTG / BPTL,1992-10-12,38251,1992-10-28,DecisionType300,Art. 6(1)(a),en,M.265-DEC38251
M.266-DEC38252-ATT2,false,Art. 6(1)(b),RHONE POULENC CHIMIE / LYONNAISE DES EAUX,1992-10-23,1992-11-26,Merger,M.266,Council Regulation 4064/89,Normal procedure,RHONE POULENC CHIMIE / LYONNAISE DES EAUX,1992-11-26,38252,1992-12-05,DecisionType310,Art. 6(1)(b),en,M.266-DEC38252
M.269-DEC38257-ATT3,false,Art. 8(2),SHELL / MONTECATINI,1994-01-04,1996-04-24,Merger,M.269,Council Regulation 4064/89,Normal procedure,SHELL / MONTECATINI,1996-04-24,38257,1996-11-19,DecisionType590,Art. 8(2),en,M.269-DEC38257
M.269-DEC38258-ATT4,false,Art. 8(2) with conditions & obligations,SHELL / MONTECATINI,1994-01-04,1996-04-24,Merger,M.269,Council Regulation 4064/89,Normal procedure,SHELL / MONTECATINI,1994-06-08,38258,1994-12-22,DecisionType600,Art. 8(2) with conditions & obligations,en,M.269-DEC38258
M.263-DEC38249-ATT2,false,Art. 6(1)(b),AHOLD / JERONIMO MARTINS,1992-08-28,1992-09-29,Merger,M.263,Council Regulation 4064/89,Normal procedure,AHOLD / JERONIMO MARTINS,1992-09-29,38249,1992-10-10,DecisionType310,Art. 6(1)(b),en,M.263-DEC38249
M.261-DEC38247-ATT2,false,Art. 6(1)(b),VOLVO / LEX (II),1992-08-12,1992-09-03,Merger,M.261,Council Regulation 4064/89,Normal procedure,VOLVO / LEX (II),1992-09-03,38247,1992-09-18,DecisionType310,Art. 6(1)(b),en,M.261-DEC38247
M.278-DEC38268-ATT2,false,Art. 6(1)(b),BRITISH AIRWAYS / DAN AIR,1993-01-18,1993-02-17,Merger,M.278,Council Regulation 4064/89,Normal procedure,BRITISH AIRWAYS / DAN AIR,1993-02-17,38268,1993-03-11,DecisionType310,Art. 6(1)(b),en,M.278-DEC38268
M.277-DEC38267-ATT2,false,Art. 6(1)(b),DEL MONTE / ROYAL FOODS / ANGLO-AMERICAN,1992-11-09,1992-12-09,Merger,M.277,Council Regulation 4064/89,Normal procedure,DEL MONTE / ROYAL FOODS / ANGLO-AMERICAN,1992-12-09,38267,1992-12-16,DecisionType310,Art. 6(1)(b),en,M.277-DEC38267
M.272-DEC38262-ATT2,false,Art. 6(1)(b),MATRA / CAP GEMINI SOGETI,1993-02-16,1993-03-17,Merger,M.272,Council Regulation 4064/89,Normal procedure,MATRA / CAP GEMINI SOGETI,1993-03-17,38262,1993-03-30,DecisionType310,Art. 6(1)(b),en,M.272-DEC38262
M.249-DEC38234-ATT2,false,Art. 6(1)(b),NORTHERN TELECOM / MATRA COMMUNICATION,1992-07-10,1992-08-10,Merger,M.249,Council Regulation 4064/89,Normal procedure,NORTHERN TELECOM / MATRA COMMUNICATION,1992-08-10,38234,1992-09-19,DecisionType310,Art. 6(1)(b),en,M.249-DEC38234
M.241-DEC38226-ATT2,false,Art. 6(1)(a),EUROCARD / EUROCHEQUE - EUROPAY,1992-06-10,1992-07-13,Merger,M.241,Council Regulation 4064/89,Normal procedure,EUROCARD / EUROCHEQUE - EUROPAY,1992-07-13,38226,1992-07-18,DecisionType300,Art. 6(1)(a),en,M.241-DEC38226
M.242-DEC38227-ATT2,false,Art. 6(1)(b),PROMODES / BRMC,1992-06-12,1992-07-13,Merger,M.242,Council Regulation 4064/89,Normal procedure,PROMODES / BRMC,1992-07-13,38227,1992-09-10,DecisionType310,Art. 6(1)(b),en,M.242-DEC38227
M.256-DEC38241-ATT3,false,Art. 6(1)(b),LINDE AG / FIAT OM CARRELLI ELEVATORI,1992-08-27,1992-09-28,Merger,M.256,Council Regulation 4064/89,Normal procedure,LINDE AG / FIAT OM CARRELLI ELEVATORI,1992-09-28,38241,1992-10-07,DecisionType310,Art. 6(1)(b),en,M.256-DEC38241
M.254-DEC38239-ATT2,false,Art. 6(1)(b),FORTIS / LA CAIXA,1992-10-05,1992-11-05,Merger,M.254,Council Regulation 4064/89,Normal procedure,FORTIS / LA CAIXA,1992-11-05,38239,1992-11-13,DecisionType310,Art. 6(1)(b),en,M.254-DEC38239
M.258-DEC38243-ATT2,false,Art. 6(1)(b),CCIE / GTE,1992-08-24,1992-09-25,Merger,M.258,Council Regulation 4064/89,Normal procedure,CCIE / GTE,1992-09-25,38243,1992-10-07,DecisionType310,Art. 6(1)(b),en,M.258-DEC38243
M.259-DEC38244-ATT2,true,Art. 6(1)(b) with conditions & obligations,BRITISH AIRWAYS / TAT,1992-10-23,1992-11-27,Merger,M.259,Council Regulation 4064/89,Normal procedure,BRITISH AIRWAYS / TAT,1992-11-27,38244,1992-12-11,DecisionType440,Art. 6(1)(b) with conditions & obligations,en,M.259-DEC38244
M.1806-DEC40141-ATT22,false,Art. 8(2) with conditions & obligations,ASTRA ZENECA / NOVARTIS | ASTRA ZENECA / NOVARTIS°,2000-02-18,2000-07-26,Merger,M.1806,Council Regulation 4064/89,Normal procedure,ASTRA ZENECA / NOVARTIS,2000-07-26,40141,2004-04-16,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1806-DEC40141
M.1806-DEC40141-ATT27,false,Art. 8(2) with conditions & obligations,ASTRA ZENECA / NOVARTIS | ASTRA ZENECA / NOVARTIS°,2000-02-18,2000-07-26,Merger,M.1806,Council Regulation 4064/89,Normal procedure,ASTRA ZENECA / NOVARTIS,2000-07-26,40141,2004-04-16,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1806-DEC40141
M.1806-DEC40141-ATT28,true,Art. 8(2) with conditions & obligations,ASTRA ZENECA / NOVARTIS | ASTRA ZENECA / NOVARTIS°,2000-02-18,2000-07-26,Merger,M.1806,Council Regulation 4064/89,Normal procedure,ASTRA ZENECA / NOVARTIS,2000-07-26,40141,2004-04-16,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1806-DEC40141
M.1806-DEC40141-ATT29,false,Art. 8(2) with conditions & obligations,ASTRA ZENECA / NOVARTIS | ASTRA ZENECA / NOVARTIS°,2000-02-18,2000-07-26,Merger,M.1806,Council Regulation 4064/89,Normal procedure,ASTRA ZENECA / NOVARTIS,2000-07-26,40141,2004-04-16,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1806-DEC40141
M.1806-DEC40141-ATT30,false,Art. 8(2) with conditions & obligations,ASTRA ZENECA / NOVARTIS | ASTRA ZENECA / NOVARTIS°,2000-02-18,2000-07-26,Merger,M.1806,Council Regulation 4064/89,Normal procedure,ASTRA ZENECA / NOVARTIS,2000-07-26,40141,2004-04-16,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1806-DEC40141
M.1806-DEC40141-ATT31,false,Art. 8(2) with conditions & obligations,ASTRA ZENECA / NOVARTIS | ASTRA ZENECA / NOVARTIS°,2000-02-18,2000-07-26,Merger,M.1806,Council Regulation 4064/89,Normal procedure,ASTRA ZENECA / NOVARTIS,2000-07-26,40141,2004-04-16,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1806-DEC40141
M.1806-DEC40141-ATT32,false,Art. 8(2) with conditions & obligations,ASTRA ZENECA / NOVARTIS | ASTRA ZENECA / NOVARTIS°,2000-02-18,2000-07-26,Merger,M.1806,Council Regulation 4064/89,Normal procedure,ASTRA ZENECA / NOVARTIS,2000-07-26,40141,2004-04-16,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1806-DEC40141
M.1806-DEC40141-ATT33,false,Art. 8(2) with conditions & obligations,ASTRA ZENECA / NOVARTIS | ASTRA ZENECA / NOVARTIS°,2000-02-18,2000-07-26,Merger,M.1806,Council Regulation 4064/89,Normal procedure,ASTRA ZENECA / NOVARTIS,2000-07-26,40141,2004-04-16,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1806-DEC40141
M.1806-DEC40141-ATT34,false,Art. 8(2) with conditions & obligations,ASTRA ZENECA / NOVARTIS | ASTRA ZENECA / NOVARTIS°,2000-02-18,2000-07-26,Merger,M.1806,Council Regulation 4064/89,Normal procedure,ASTRA ZENECA / NOVARTIS,2000-07-26,40141,2004-04-16,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1806-DEC40141
M.1806-DEC40141-ATT35,false,Art. 8(2) with conditions & obligations,ASTRA ZENECA / NOVARTIS | ASTRA ZENECA / NOVARTIS°,2000-02-18,2000-07-26,Merger,M.1806,Council Regulation 4064/89,Normal procedure,ASTRA ZENECA / NOVARTIS,2000-07-26,40141,2004-04-16,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1806-DEC40141
M.1806-DEC40141-ATT36,false,Art. 8(2) with conditions & obligations,ASTRA ZENECA / NOVARTIS | ASTRA ZENECA / NOVARTIS°,2000-02-18,2000-07-26,Merger,M.1806,Council Regulation 4064/89,Normal procedure,ASTRA ZENECA / NOVARTIS,2000-07-26,40141,2004-04-16,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1806-DEC40141
M.1807-DEC40143-ATT4,false,Art. 6(1)(b),FNAC / COIN / JV,1999-12-07,2000-01-14,Merger,M.1807,Council Regulation 4064/89,Normal procedure,FNAC / COIN / JV,2000-01-14,40143,2000-02-22,DecisionType310,Art. 6(1)(b),en,M.1807-DEC40143
M.1800-DEC40132-ATT3,false,Art. 6(1)(b),MARCONI / BOSCH PUBLIC NETWORK,1999-12-09,2000-01-19,Merger,M.1800,Council Regulation 4064/89,Normal procedure,MARCONI / BOSCH PUBLIC NETWORK,2000-01-19,40132,2000-05-24,DecisionType310,Art. 6(1)(b),en,M.1800-DEC40132
M.1801-DEC40133-ATT3,false,Art. 6(1)(b),NEUSIEDLER / AMERICAN ISRAELI PAPER MILLS / JV,2000-01-10,2000-02-11,Merger,M.1801,Council Regulation 4064/89,Normal procedure,NEUSIEDLER / AMERICAN ISRAELI PAPER MILLS / JV,2000-02-11,40133,2000-03-28,DecisionType310,Art. 6(1)(b),en,M.1801-DEC40133
M.1802-DEC40134-ATT4,true,Art. 6(1)(b) with conditions & obligations,UNILEVER / AMORA-MAILLE,2000-01-25,2000-03-08,Merger,M.1802,Council Regulation 4064/89,Normal procedure,UNILEVER / AMORA-MAILLE,2000-03-08,40134,2001-08-28,DecisionType440,Art. 6(1)(b) with conditions & obligations,en,M.1802-DEC40134
M.1803-DEC40136-ATT3,false,Art. 6(1)(b),ELECTRABEL / EPON,2000-01-06,2000-02-07,Merger,M.1803,Council Regulation 4064/89,Normal procedure,ELECTRABEL / EPON,2000-02-07,40136,2000-04-08,DecisionType310,Art. 6(1)(b),en,M.1803-DEC40136
M.253-DEC38238-ATT2,false,Art. 6(1)(b),BTR / PIRELLI,1992-07-15,1992-08-17,Merger,M.253,Council Regulation 4064/89,Normal procedure,BTR / PIRELLI,1992-08-17,38238,1992-10-14,DecisionType310,Art. 6(1)(b),en,M.253-DEC38238
M.251-DEC38236-ATT2,false,Art. 6(1)(b),ALLIANZ / DKV,1992-08-07,1992-09-10,Merger,M.251,Council Regulation 4064/89,Normal procedure,ALLIANZ / DKV,1992-09-10,38236,1992-10-07,DecisionType310,Art. 6(1)(b),en,M.251-DEC38236
M.1810-DEC40146-ATT4,false,Art. 6(1)(b),VW / EUROPCAR,2000-01-17,2000-02-18,Merger,M.1810,Council Regulation 4064/89,Normal procedure,VW / EUROPCAR,2000-02-18,40146,2000-11-11,DecisionType310,Art. 6(1)(b),en,M.1810-DEC40146
M.1816-DEC40156-ATT3,false,Art. 6(1)(b),CHURCHILL INSURANCE GROUP / NIG HOLDINGS,1999-12-21,2000-02-02,Merger,M.1816,Council Regulation 4064/89,Normal procedure,CHURCHILL INSURANCE GROUP / NIG HOLDINGS,2000-02-02,40156,2000-03-31,DecisionType310,Art. 6(1)(b),en,M.1816-DEC40156
M.1817-DEC40157-ATT3,false,Art. 6(1)(b),BELLSOUTH / VODAFONE (E-PLUS),1999-12-15,2000-01-26,Merger,M.1817,Council Regulation 4064/89,Normal procedure,BELLSOUTH / VODAFONE (E-PLUS),2000-01-26,40157,2000-09-09,DecisionType310,Art. 6(1)(b),en,M.1817-DEC40157
M.1812-DEC40148-ATT3,false,Art. 6(1)(b),TELEFONICA / TERRA / AMADEUS  | TELEFONICA / TERRA / AMADEUS,2000-03-09,2000-04-27,Merger,M.1812,Council Regulation 4064/89,Normal procedure,TELEFONICA / TERRA / AMADEUS,2000-04-27,40148,2000-08-17,DecisionType310,Art. 6(1)(b),en,M.1812-DEC40148
M.1813-DEC40152-ATT22,true,Art. 8(2) with conditions & obligations,INDUSTRI KAPITAL (NORDKEM) / DYNO | INDUSTRI KAPITAL (NORDKEM) / DYNO°,2000-01-24,2000-07-12,Merger,M.1813,Council Regulation 4064/89,Normal procedure,INDUSTRI KAPITAL (NORDKEM) / DYNO,2000-07-12,40152,2001-06-09,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1813-DEC40152
M.1813-DEC40152-ATT27,false,Art. 8(2) with conditions & obligations,INDUSTRI KAPITAL (NORDKEM) / DYNO | INDUSTRI KAPITAL (NORDKEM) / DYNO°,2000-01-24,2000-07-12,Merger,M.1813,Council Regulation 4064/89,Normal procedure,INDUSTRI KAPITAL (NORDKEM) / DYNO,2000-07-12,40152,2001-06-09,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1813-DEC40152
M.1813-DEC40152-ATT28,true,Art. 8(2) with conditions & obligations,INDUSTRI KAPITAL (NORDKEM) / DYNO | INDUSTRI KAPITAL (NORDKEM) / DYNO°,2000-01-24,2000-07-12,Merger,M.1813,Council Regulation 4064/89,Normal procedure,INDUSTRI KAPITAL (NORDKEM) / DYNO,2000-07-12,40152,2001-06-09,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1813-DEC40152
M.1813-DEC40152-ATT29,true,Art. 8(2) with conditions & obligations,INDUSTRI KAPITAL (NORDKEM) / DYNO | INDUSTRI KAPITAL (NORDKEM) / DYNO°,2000-01-24,2000-07-12,Merger,M.1813,Council Regulation 4064/89,Normal procedure,INDUSTRI KAPITAL (NORDKEM) / DYNO,2000-07-12,40152,2001-06-09,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1813-DEC40152
M.1813-DEC40152-ATT30,false,Art. 8(2) with conditions & obligations,INDUSTRI KAPITAL (NORDKEM) / DYNO | INDUSTRI KAPITAL (NORDKEM) / DYNO°,2000-01-24,2000-07-12,Merger,M.1813,Council Regulation 4064/89,Normal procedure,INDUSTRI KAPITAL (NORDKEM) / DYNO,2000-07-12,40152,2001-06-09,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1813-DEC40152
M.1813-DEC40152-ATT31,true,Art. 8(2) with conditions & obligations,INDUSTRI KAPITAL (NORDKEM) / DYNO | INDUSTRI KAPITAL (NORDKEM) / DYNO°,2000-01-24,2000-07-12,Merger,M.1813,Council Regulation 4064/89,Normal procedure,INDUSTRI KAPITAL (NORDKEM) / DYNO,2000-07-12,40152,2001-06-09,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1813-DEC40152
M.1813-DEC40152-ATT32,true,Art. 8(2) with conditions & obligations,INDUSTRI KAPITAL (NORDKEM) / DYNO | INDUSTRI KAPITAL (NORDKEM) / DYNO°,2000-01-24,2000-07-12,Merger,M.1813,Council Regulation 4064/89,Normal procedure,INDUSTRI KAPITAL (NORDKEM) / DYNO,2000-07-12,40152,2001-06-09,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1813-DEC40152
M.1813-DEC40152-ATT33,true,Art. 8(2) with conditions & obligations,INDUSTRI KAPITAL (NORDKEM) / DYNO | INDUSTRI KAPITAL (NORDKEM) / DYNO°,2000-01-24,2000-07-12,Merger,M.1813,Council Regulation 4064/89,Normal procedure,INDUSTRI KAPITAL (NORDKEM) / DYNO,2000-07-12,40152,2001-06-09,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1813-DEC40152
M.1813-DEC40152-ATT34,true,Art. 8(2) with conditions & obligations,INDUSTRI KAPITAL (NORDKEM) / DYNO | INDUSTRI KAPITAL (NORDKEM) / DYNO°,2000-01-24,2000-07-12,Merger,M.1813,Council Regulation 4064/89,Normal procedure,INDUSTRI KAPITAL (NORDKEM) / DYNO,2000-07-12,40152,2001-06-09,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1813-DEC40152
M.1813-DEC40152-ATT35,true,Art. 8(2) with conditions & obligations,INDUSTRI KAPITAL (NORDKEM) / DYNO | INDUSTRI KAPITAL (NORDKEM) / DYNO°,2000-01-24,2000-07-12,Merger,M.1813,Council Regulation 4064/89,Normal procedure,INDUSTRI KAPITAL (NORDKEM) / DYNO,2000-07-12,40152,2001-06-09,DecisionType600,Art. 8(2) with conditions & obligations,en,M.1813-DEC40152
M.1814-DEC40154-ATT4,false,Art. 6(1)(b),BAYER / RÖHM / MAKROFORM,2000-03-14,2000-04-17,Merger,M.1814,Council Regulation 4064/89,Normal procedure,BAYER / RÖHM / MAKROFORM,2000-04-17,40154,2000-07-08,DecisionType310,Art. 6(1)(b),en,M.1814-DEC40154
M.1819-DEC40159-ATT3,false,Art. 6(1)(b),RHEINBRAUN / OMV / COKOWI (see ECSC.1320),2000-06-29,2000-08-01,Merger,M.1819,Council Regulation 4064/89,Normal procedure,RHEINBRAUN / OMV / COKOWI (see ECSC.1320),2000-08-01,40159,2000-09-20,DecisionType310,Art. 6(1)(b),en,M.1819-DEC40159
M.1820-DEC40160-ATT5,false,Art. 6(1)(b),BP / JV DISSOLUTION,1999-12-21,2000-02-02,Merger,M.1820,Council Regulation 4064/89,Normal procedure,BP / JV DISSOLUTION,2000-02-02,40160,2000-04-06,DecisionType310,Art. 6(1)(b),en,M.1820-DEC40160
M.1826-DEC40168-ATT4,false,Art. 6(1)(b),KBC BANK / KBCPD / KBPDBV,2000-02-29,2000-03-31,Merger,M.1826,Council Regulation 4064/89,Normal procedure,KBC BANK / KBCPD / KBPDBV,2000-03-31,40168,2000-12-05,DecisionType310,Art. 6(1)(b),en,M.1826-DEC40168
M.1827-DEC40169-ATT3,false,Art. 9(3) full referral,HANSON / PIONEER,2000-02-10,2000-03-24,Merger,M.1827,Council Regulation 4064/89,Normal procedure,HANSON / PIONEER,2000-03-24,40169,,DecisionType330,Art. 9(3) full referral,en,M.1827-DEC40169
M.1822-DEC40164-ATT5,false,Art. 6(1)(b),MOBIL / JV DISSOLUTION,2000-01-04,2000-02-02,Merger,M.1822,Council Regulation 4064/89,Normal procedure,MOBIL / JV DISSOLUTION,2000-02-02,40164,2000-04-19,DecisionType310,Art. 6(1)(b),en,M.1822-DEC40164
M.1825-DEC40167-ATT3,false,Art. 6(1)(b),SUZUKI MOTOR / SUZUKI KG / FAFIN,1999-12-22,2000-02-03,Merger,M.1825,Council Regulation 4064/89,Normal procedure,SUZUKI MOTOR / SUZUKI KG / FAFIN,2000-02-03,40167,2000-03-14,DecisionType310,Art. 6(1)(b),en,M.1825-DEC40167
M.289-DEC38281-ATT2,false,Art. 6(1)(b),PEPSI CO / KAS,1992-11-25,1992-12-21,Merger,M.289,Council Regulation 4064/89,Normal procedure,PEPSI CO / KAS,1992-12-21,38281,1993-01-13,DecisionType310,Art. 6(1)(b),en,M.289-DEC38281
M.1830-DEC40172-ATT3,false,Art. 6(1)(b),FINALREALM / UNITED BISCUITS,1999-12-22,2000-02-03,Merger,M.1830,Council Regulation 4064/89,Normal procedure,FINALREALM / UNITED BISCUITS,2000-02-03,40172,2000-02-22,DecisionType310,Art. 6(1)(b),en,M.1830-DEC40172
M.1831-DEC40173-ATT3,false,Art. 6(1)(b),DEUTSCHE BANK / CIBA,2000-02-04,2000-03-06,Merger,M.1831,Council Regulation 4064/89,Normal procedure,DEUTSCHE BANK / CIBA,2000-03-06,40173,2000-04-14,DecisionType310,Art. 6(1)(b),en,M.1831-DEC40173
M.1832-DEC40174-ATT3,false,Art. 6(1)(b),AHOLD / ICA FÖRBUNDET / CANICA,2000-03-03,2000-04-06,Merger,M.1832,Council Regulation 4064/89,Normal procedure,AHOLD / ICA FÖRBUNDET / CANICA,2000-04-06,40174,2000-12-16,DecisionType310,Art. 6(1)(b),en,M.1832-DEC40174
M.1838-DEC40181-ATT4,false,Art. 6(1)(b) with conditions & obligations,BT / ESAT,2000-02-14,2000-03-27,Merger,M.1838,Council Regulation 4064/89,Normal procedure,BT / ESAT,2000-03-27,40181,2000-12-01,DecisionType440,Art. 6(1)(b) with conditions & obligations,en,M.1838-DEC40181
M.1839-DEC40183-ATT3,false,Art. 6(1)(b),HALBERGERHÜTTE / BOPP + REUTHER / MUFFENROHR | HALBERGERHÜTTE / BOPP & REUTHER / MUFFENROHR,2000-06-05,2000-07-04,Merger,M.1839,Council Regulation 4064/89,Normal procedure,HALBERGERHÜTTE / BOPP & REUTHER / MUFFENROHR,2000-07-04,40183,2001-02-09,DecisionType310,Art. 6(1)(b),en,M.1839-DEC40183
